,track_name,album_name,release_date,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
7,Unsainted,We Are Not Your Kind,2019-08-09,0.000118,0.427,260773,0.946,5mpUKTdskZea0gStWzeHUZ,0.0253,7,0.0604,-2.188,1,0.0469,101.305,4,https://api.spotify.com/v1/tracks/5mpUKTdskZea0gStWzeHUZ,audio_features,spotify:track:5mpUKTdskZea0gStWzeHUZ,0.237
8,Spit It Out,Slipknot,1999-06-12,0.0309,0.331,159773,0.946,2yTnWN1R5j6grXC8YLf5mc,5.62e-06,7,0.254,-4.599,1,0.0775,139.965,4,https://api.spotify.com/v1/tracks/2yTnWN1R5j6grXC8YLf5mc,audio_features,spotify:track:2yTnWN1R5j6grXC8YLf5mc,0.534
9,Eyeless,Slipknot,1999-06-12,0.000463,0.293,236360,0.997,2yYX7KbfWZrezWVW1vN3iz,3.95e-05,4,0.415,-4.364,0,0.217,100.348,4,https://api.spotify.com/v1/tracks/2yYX7KbfWZrezWVW1vN3iz,audio_features,spotify:track:2yYX7KbfWZrezWVW1vN3iz,0.13
0,Symphony Of Destruction - Remastered 2012,Countdown To Extinction (Deluxe Edition - Remastered),1992-06-14,0.00052,0.663,241907,0.91,5mR858YsHYG761aUqZoGkD,0.675,4,0.112,-5.131,0,0.0495,140.044,4,https://api.spotify.com/v1/tracks/5mR858YsHYG761aUqZoGkD,audio_features,spotify:track:5mR858YsHYG761aUqZoGkD,0.708
1,Holy Wars...The Punishment Due - 2004 Remix,Rust In Peace (2004 Remix / Expanded Edition),1990-10-04,0.00177,0.325,392600,0.985,5LyRtsQLhcXmy50VXhQXXS,0.107,11,0.351,-3.941,1,0.151,125.307,4,https://api.spotify.com/v1/tracks/5LyRtsQLhcXmy50VXhQXXS,audio_features,spotify:track:5LyRtsQLhcXmy50VXhQXXS,0.221
2,A Tout Le Monde - Remastered 2004,Youthanasia (Expanded Edition - Remastered),1994-10-28,0.000393,0.272,262133,0.747,6olS0TmHmsGr0hXtcBsiVM,4.03e-05,5,0.16,-4.86,0,0.0401,202.777,4,https://api.spotify.com/v1/tracks/6olS0TmHmsGr0hXtcBsiVM,audio_features,spotify:track:6olS0TmHmsGr0hXtcBsiVM,0.255
3,Tornado Of Souls - 2004 Remix,Rust In Peace (2004 Remix / Expanded Edition),1990-10-04,0.00203,0.519,319267,0.982,4E5xVW505akJX0wcKj8Mpd,0.00055,7,0.0971,-3.547,1,0.108,97.745,4,https://api.spotify.com/v1/tracks/4E5xVW505akJX0wcKj8Mpd,audio_features,spotify:track:4E5xVW505akJX0wcKj8Mpd,0.361
4,Peace Sells - Remastered,Peace Sells...But Who's Buying (Deluxe Edition - Remastered),1986,8.57e-05,0.322,244160,0.932,5a2hIQWInPjqkkFiUEgxoX,0.817,4,0.0969,-4.252,0,0.163,138.042,4,https://api.spotify.com/v1/tracks/5a2hIQWInPjqkkFiUEgxoX,audio_features,spotify:track:5a2hIQWInPjqkkFiUEgxoX,0.376
5,Angry Again,Hidden Treasures,1995,2.39e-05,0.689,227973,0.719,3CI1JP2ooMBSFjIy1u6Yrc,0.679,3,0.314,-8.643,0,0.0304,127.982,4,https://api.spotify.com/v1/tracks/3CI1JP2ooMBSFjIy1u6Yrc,audio_features,spotify:track:3CI1JP2ooMBSFjIy1u6Yrc,0.959
6,Sweating Bullets - Remastered 2004,Countdown To Extinction (Expanded Edition - Remastered),1992-07-14,0.000319,0.325,327040,0.856,6i7IXg8j7ZngiEOgBYjkhw,0.00708,4,0.257,-6.547,0,0.188,69.955,3,https://api.spotify.com/v1/tracks/6i7IXg8j7ZngiEOgBYjkhw,audio_features,spotify:track:6i7IXg8j7ZngiEOgBYjkhw,0.652
7,Paranoid,Hidden Treasures,1995,0.000359,0.355,152600,0.973,0WTc2jsUgF4Y2MOz0aYvsR,0.154,4,0.142,-7.004,0,0.071,187.385,4,https://api.spotify.com/v1/tracks/0WTc2jsUgF4Y2MOz0aYvsR,audio_features,spotify:track:0WTc2jsUgF4Y2MOz0aYvsR,0.628
8,Hangar 18 - 2004 Remix,Rust In Peace (2004 Remix / Expanded Edition),1990-10-04,5.87e-05,0.248,311200,0.988,6b6uLZsoGhObYexIxnRbIb,0.84,2,0.323,-3.74,1,0.144,115.301,4,https://api.spotify.com/v1/tracks/6b6uLZsoGhObYexIxnRbIb,audio_features,spotify:track:6b6uLZsoGhObYexIxnRbIb,0.149
9,Peace Sells - 2004 Remaster,Peace Sells...But Who's Buying? (Expanded Edition - Remastered),1986,0.000676,0.303,242533,0.922,3090goAxG6IlpCifA8m9xB,0.26,11,0.561,-4.376,0,0.138,138.393,4,https://api.spotify.com/v1/tracks/3090goAxG6IlpCifA8m9xB,audio_features,spotify:track:3090goAxG6IlpCifA8m9xB,0.695
0,Tom Sawyer,Moving Pictures (2011 Remaster),1981-02-12,0.00145,0.536,276880,0.901,3QZ7uX97s82HFYSmQUAN1D,0.0186,9,0.06,-7.211,1,0.0374,87.559,4,https://api.spotify.com/v1/tracks/3QZ7uX97s82HFYSmQUAN1D,audio_features,spotify:track:3QZ7uX97s82HFYSmQUAN1D,0.666
1,Limelight,Moving Pictures (2011 Remaster),1981-02-12,0.00197,0.581,259840,0.854,0K6yUnIKNsFtfIpTgGtcHm,0.0013,1,0.111,-8.485,0,0.0428,131.18,4,https://api.spotify.com/v1/tracks/0K6yUnIKNsFtfIpTgGtcHm,audio_features,spotify:track:0K6yUnIKNsFtfIpTgGtcHm,0.788
2,The Spirit Of Radio,Permanent Waves,1980-01-01,0.0144,0.365,296467,0.924,4e9hUiLsN4mx61ARosFi7p,0.000254,4,0.423,-7.066,1,0.0488,135.811,4,https://api.spotify.com/v1/tracks/4e9hUiLsN4mx61ARosFi7p,audio_features,spotify:track:4e9hUiLsN4mx61ARosFi7p,0.632
3,Closer To The Heart,A Farewell To Kings,1977-09-01,0.115,0.373,171960,0.809,4u3oXuVeOGoByIMz9pnOKf,1.94e-06,2,0.653,-9.189,1,0.0744,145.045,1,https://api.spotify.com/v1/tracks/4u3oXuVeOGoByIMz9pnOKf,audio_features,spotify:track:4u3oXuVeOGoByIMz9pnOKf,0.539
4,Fly By Night,Fly By Night,1975-02-15,0.0872,0.501,202200,0.702,54TaGh2JKs1pO9daXNXI5q,0.000994,7,0.0671,-8.543,1,0.0671,139.095,4,https://api.spotify.com/v1/tracks/54TaGh2JKs1pO9daXNXI5q,audio_features,spotify:track:54TaGh2JKs1pO9daXNXI5q,0.58
5,Working Man,Rush,1974-01-01,0.00383,0.202,429973,0.835,1gkn90ExKRNAOlhDs4RoW0,0.0388,9,0.126,-11.04,1,0.0599,156.883,4,https://api.spotify.com/v1/tracks/1gkn90ExKRNAOlhDs4RoW0,audio_features,spotify:track:1gkn90ExKRNAOlhDs4RoW0,0.661
6,YYZ,Moving Pictures (2011 Remaster),1981-02-12,0.00205,0.51,265840,0.919,3lpDrxUkr0tIe1kmJvdK7d,0.809,7,0.068,-8.244,1,0.0593,141.053,4,https://api.spotify.com/v1/tracks/3lpDrxUkr0tIe1kmJvdK7d,audio_features,spotify:track:3lpDrxUkr0tIe1kmJvdK7d,0.386
7,Subdivisions,Signals,1982-09-09,0.0468,0.513,334000,0.841,0Z0s6dw0zw2ENU1gVjlLV6,0.0425,11,0.12,-9.272,0,0.0364,133.266,3,https://api.spotify.com/v1/tracks/0Z0s6dw0zw2ENU1gVjlLV6,audio_features,spotify:track:0Z0s6dw0zw2ENU1gVjlLV6,0.457
8,Freewill,Permanent Waves,1980-01-01,0.0113,0.485,321800,0.935,2XwYeBzumtjxVbFWwhJpsy,3.89e-05,2,0.331,-7.005,1,0.0696,155.61,4,https://api.spotify.com/v1/tracks/2XwYeBzumtjxVbFWwhJpsy,audio_features,spotify:track:2XwYeBzumtjxVbFWwhJpsy,0.68
9,Time Stand Still,Hold Your Fire,1987-01-01,0.043,0.529,308867,0.937,1uqGSvSc207Zlgi4sGr9RQ,0.0302,4,0.333,-7.832,1,0.046,138.292,4,https://api.spotify.com/v1/tracks/1uqGSvSc207Zlgi4sGr9RQ,audio_features,spotify:track:1uqGSvSc207Zlgi4sGr9RQ,0.611
0,Invisible Touch - 2007 Remaster,Invisible Touch (2007 Remaster),1986-06-09,0.186,0.617,208027,0.931,0xpBr84T3FTm9j4D1MdPtk,0.00166,0,0.171,-6.845,1,0.0345,131.014,4,https://api.spotify.com/v1/tracks/0xpBr84T3FTm9j4D1MdPtk,audio_features,spotify:track:0xpBr84T3FTm9j4D1MdPtk,0.849
1,That's All - 2007 Remaster,Genesis (2007 Remaster),1983-10-03,0.235,0.596,264573,0.657,2zFdsAIk9r2Mi7Lmm1w3sM,0.0139,4,0.102,-8.784,0,0.0345,175.263,4,https://api.spotify.com/v1/tracks/2zFdsAIk9r2Mi7Lmm1w3sM,audio_features,spotify:track:2zFdsAIk9r2Mi7Lmm1w3sM,0.774
2,I Can't Dance - 2007 Remaster,We Can't Dance (2007 Remaster),1991-11-11,0.468,0.914,239613,0.531,0No5Hr1LxZjJHGsQSTy2bm,7.12e-06,3,0.0392,-9.816,1,0.0503,107.571,4,https://api.spotify.com/v1/tracks/0No5Hr1LxZjJHGsQSTy2bm,audio_features,spotify:track:0No5Hr1LxZjJHGsQSTy2bm,0.914
3,Follow You Follow Me - 2007 Remaster,And Then There Were Three (2007 Remaster),1978-04-07,0.154,0.386,239333,0.7,6gyU6PaPpzTCUYzZcVICwk,0.0881,7,0.087,-10.816,1,0.0412,185.777,4,https://api.spotify.com/v1/tracks/6gyU6PaPpzTCUYzZcVICwk,audio_features,spotify:track:6gyU6PaPpzTCUYzZcVICwk,0.769
4,Land of Confusion - 2007 Remaster,Invisible Touch (2007 Remaster),1986-06-09,0.016,0.613,285667,0.928,6twIBPybEvGydyNzNz89FT,0.000443,1,0.334,-7.607,1,0.0396,115.169,4,https://api.spotify.com/v1/tracks/6twIBPybEvGydyNzNz89FT,audio_features,spotify:track:6twIBPybEvGydyNzNz89FT,0.67
5,Throwing It All Away - 2007 Remaster,Invisible Touch (2007 Remaster),1986-06-09,0.144,0.377,229560,0.606,1dMilrhgON9TIGPVdWG2dX,0.00877,6,0.0879,-7.409,1,0.0262,83.972,4,https://api.spotify.com/v1/tracks/1dMilrhgON9TIGPVdWG2dX,audio_features,spotify:track:1dMilrhgON9TIGPVdWG2dX,0.291
6,In Too Deep - 2007 Remaster,Invisible Touch (2007 Remaster),1986-06-09,0.503,0.67,302840,0.419,4P0uyibZjcXZLVeNOHBd8Q,6.9e-06,8,0.101,-10.266,1,0.0249,103.538,4,https://api.spotify.com/v1/tracks/4P0uyibZjcXZLVeNOHBd8Q,audio_features,spotify:track:4P0uyibZjcXZLVeNOHBd8Q,0.304
7,Jesus He Knows Me - 2007 Remaster,We Can't Dance (2007 Remaster),1991-11-11,0.53,0.579,256520,0.888,0YN4BbP8czMk6QiL62qnWT,1.93e-06,3,0.146,-7.288,0,0.0435,95.0,4,https://api.spotify.com/v1/tracks/0YN4BbP8czMk6QiL62qnWT,audio_features,spotify:track:0YN4BbP8czMk6QiL62qnWT,0.567
8,Hold on My Heart - 2007 Remaster,We Can't Dance (2007 Remaster),1991-11-11,0.613,0.447,277853,0.316,0qbhFj4bVrguIZViOJOs36,0.00993,5,0.0803,-15.068,0,0.0326,171.946,4,https://api.spotify.com/v1/tracks/0qbhFj4bVrguIZViOJOs36,audio_features,spotify:track:0qbhFj4bVrguIZViOJOs36,0.273
9,Misunderstanding,Duke,1980-03-28,0.234,0.645,191667,0.828,7zjSZQkMoGKylSq6s1rK9Y,0.0,0,0.2,-8.493,1,0.0373,121.217,3,https://api.spotify.com/v1/tracks/7zjSZQkMoGKylSq6s1rK9Y,audio_features,spotify:track:7zjSZQkMoGKylSq6s1rK9Y,0.774
0,Owner of a Lonely Heart,90125 (Deluxe Version),1983-06-01,0.175,0.744,268507,0.798,0GTK6TesV108Jj5D3MHsYb,0.00367,7,0.26,-5.981,1,0.0364,125.061,4,https://api.spotify.com/v1/tracks/0GTK6TesV108Jj5D3MHsYb,audio_features,spotify:track:0GTK6TesV108Jj5D3MHsYb,0.89
1,Roundabout - 2003 Remaster,Fragile (Deluxe Edition),1971-11-26,0.0685,0.41,510573,0.761,0YveezON7jpiaHA8fnUHxN,0.00772,4,0.0758,-9.453,0,0.0687,132.923,4,https://api.spotify.com/v1/tracks/0YveezON7jpiaHA8fnUHxN,audio_features,spotify:track:0YveezON7jpiaHA8fnUHxN,0.392
2,"I've Seen All Good People: a. Your Move, b. All Good People - 2003 Remaster",The Yes Album (Deluxe Edition),1971-02-19,0.0418,0.417,413347,0.425,3skk6UIXV4kepq2bdYy97g,1.31e-05,4,0.0897,-11.689,1,0.062,134.917,4,https://api.spotify.com/v1/tracks/3skk6UIXV4kepq2bdYy97g,audio_features,spotify:track:3skk6UIXV4kepq2bdYy97g,0.498
3,Long Distance Runaround - 2003 Remaster,Fragile (Deluxe Edition),1971-11-26,0.306,0.625,210267,0.446,5vfoqFiW6wXwhwa7r523Iq,0.0169,9,0.821,-9.172,0,0.0389,92.631,4,https://api.spotify.com/v1/tracks/5vfoqFiW6wXwhwa7r523Iq,audio_features,spotify:track:5vfoqFiW6wXwhwa7r523Iq,0.796
4,Love Will Find a Way,Big Generator,1987-09-15,0.195,0.593,289733,0.887,5B8sDKrg4VN8etjH0vFz40,0.00047,11,0.332,-7.359,0,0.0318,118.402,4,https://api.spotify.com/v1/tracks/5B8sDKrg4VN8etjH0vFz40,audio_features,spotify:track:5B8sDKrg4VN8etjH0vFz40,0.669
5,Changes,90125 (Deluxe Version),1983-06-01,0.436,0.546,380120,0.904,6eKPSagnVU7gygR8Dm132W,0.00329,2,0.083,-7.082,0,0.0534,125.193,4,https://api.spotify.com/v1/tracks/6eKPSagnVU7gygR8Dm132W,audio_features,spotify:track:6eKPSagnVU7gygR8Dm132W,0.327
6,"Close to the Edge (i. The Solid Time of Change, ii. Total Mass Retain, iii. I Get up I Get Down, iv. Seasons of Man) - 2003 Remaster",Close to the Edge (Deluxe Edition),1972-09-13,0.265,0.222,1121253,0.597,47dPsSo7cEDNkvIOSB4O2k,0.155,5,0.411,-10.924,1,0.056,80.654,3,https://api.spotify.com/v1/tracks/47dPsSo7cEDNkvIOSB4O2k,audio_features,spotify:track:47dPsSo7cEDNkvIOSB4O2k,0.251
7,Leave It,90125 (Deluxe Version),1983-06-01,0.528,0.663,253800,0.898,3qSlbAE7VfK1AVyxfoHNJZ,0.000216,5,0.27,-4.828,1,0.0425,100.033,4,https://api.spotify.com/v1/tracks/3qSlbAE7VfK1AVyxfoHNJZ,audio_features,spotify:track:3qSlbAE7VfK1AVyxfoHNJZ,0.628
8,"Starship Trooper: a. Life Seeker, b. Disillusion, c. Würm",The Yes Album (Deluxe Edition),1971-02-19,0.0103,0.294,566133,0.456,1K75F5lMyhGFqbM8HwWSpS,0.00727,7,0.16,-12.399,1,0.0314,76.889,4,https://api.spotify.com/v1/tracks/1K75F5lMyhGFqbM8HwWSpS,audio_features,spotify:track:1K75F5lMyhGFqbM8HwWSpS,0.431
9,And You and I - 2003 Remaster,Close to the Edge (Deluxe Edition),1972-09-13,0.199,0.291,607787,0.437,2IDIxX8L57lsOczvSMQRFd,0.000206,9,0.0762,-10.486,1,0.0363,78.17,3,https://api.spotify.com/v1/tracks/2IDIxX8L57lsOczvSMQRFd,audio_features,spotify:track:2IDIxX8L57lsOczvSMQRFd,0.219
0,"21st Century Schizoid Man - Including ""Mirrors""",In The Court Of The Crimson King (Expanded & Remastered Original Album Mix),1969-10-10,0.000409,0.342,442581,0.701,2MfrET7Nc3StKQcGoZKqr9,0.588,7,0.197,-9.916,0,0.0626,139.563,4,https://api.spotify.com/v1/tracks/2MfrET7Nc3StKQcGoZKqr9,audio_features,spotify:track:2MfrET7Nc3StKQcGoZKqr9,0.558
1,I Talk To The Wind,In The Court Of The Crimson King (Expanded & Remastered Original Album Mix),1969-10-10,0.54,0.318,365659,0.309,1T0CdfKPKb1gJi4vCKpZ9C,0.625,4,0.11,-17.587,1,0.0364,81.36,4,https://api.spotify.com/v1/tracks/1T0CdfKPKb1gJi4vCKpZ9C,audio_features,spotify:track:1T0CdfKPKb1gJi4vCKpZ9C,0.306
2,"Epitaph - Including ""March for No Reason"" and ""Tomorrow and Tomorrow""",In The Court Of The Crimson King (Expanded & Remastered Original Album Mix),1969-10-10,0.00721,0.284,526823,0.318,5j4fSU12bw4G6JDVPU7JTB,0.00864,4,0.0858,-12.919,0,0.0319,131.699,4,https://api.spotify.com/v1/tracks/5j4fSU12bw4G6JDVPU7JTB,audio_features,spotify:track:5j4fSU12bw4G6JDVPU7JTB,0.0924
3,"The Court Of The Crimson King - Including ""The Return of the Fire Witch"" and ""The Dance of the Puppets""",In The Court Of The Crimson King (Expanded & Remastered Original Album Mix),1969-10-10,0.0832,0.337,602531,0.344,3kzbkZtBqamTgyO31DO1Sn,0.207,4,0.224,-12.079,0,0.0429,135.871,4,https://api.spotify.com/v1/tracks/3kzbkZtBqamTgyO31DO1Sn,audio_features,spotify:track:3kzbkZtBqamTgyO31DO1Sn,0.0704
4,Starless,Red (Expanded & Remastered Original Album Mix),2014-09-30,0.107,0.271,744569,0.481,3bbfY8yDDwzLvvx3tFwy8i,0.465,7,0.156,-9.985,0,0.0378,118.065,4,https://api.spotify.com/v1/tracks/3bbfY8yDDwzLvvx3tFwy8i,audio_features,spotify:track:3bbfY8yDDwzLvvx3tFwy8i,0.136
5,Peace - A Theme,In The Wake Of Poseidon,2015-04-14,0.892,0.35,75103,0.0625,1sdE5MvlTinP43rimOGc3Y,0.00924,9,0.107,-30.983,1,0.0457,145.664,5,https://api.spotify.com/v1/tracks/1sdE5MvlTinP43rimOGc3Y,audio_features,spotify:track:1sdE5MvlTinP43rimOGc3Y,0.164
6,"Moonchild - Including ""The Dream"" and ""The Illusion""",In The Court Of The Crimson King (Expanded & Remastered Original Album Mix),1969-10-10,0.869,0.36,732807,0.0369,0dRuTDUctXcQuYV7j6mhb2,0.443,9,0.107,-26.156,0,0.0531,77.644,4,https://api.spotify.com/v1/tracks/0dRuTDUctXcQuYV7j6mhb2,audio_features,spotify:track:0dRuTDUctXcQuYV7j6mhb2,0.0453
7,Book of Saturday,The Condensed 21st Century Guide To King Crimson (1969 - 2003),2006-10-16,0.628,0.42,169507,0.0832,1IipkdkrBeEu4ikMirm7jX,1.89e-06,9,0.102,-20.935,0,0.0456,106.689,4,https://api.spotify.com/v1/tracks/1IipkdkrBeEu4ikMirm7jX,audio_features,spotify:track:1IipkdkrBeEu4ikMirm7jX,0.199
8,Fallen Angel,The Condensed 21st Century Guide To King Crimson (1969 - 2003),2006-10-16,0.107,0.236,354839,0.608,2nre6WG8fD0YVX6Ir7OIsR,0.0142,4,0.0675,-7.294,0,0.0416,147.517,4,https://api.spotify.com/v1/tracks/2nre6WG8fD0YVX6Ir7OIsR,audio_features,spotify:track:2nre6WG8fD0YVX6Ir7OIsR,0.301
9,Walking On Air,THRAK,2016-03-18,0.115,0.235,277987,0.256,2FK6SnUKJY8m8kVBmdQbSM,0.0823,4,0.0919,-16.772,1,0.0347,81.563,4,https://api.spotify.com/v1/tracks/2FK6SnUKJY8m8kVBmdQbSM,audio_features,spotify:track:2FK6SnUKJY8m8kVBmdQbSM,0.268
0,Pull Me Under,Images and Words,1992-06-30,0.000579,0.532,493933,0.941,5CPXR6lDTvngxtmMZxnWmC,0.0527,9,0.15,-9.025,1,0.0465,102.198,4,https://api.spotify.com/v1/tracks/5CPXR6lDTvngxtmMZxnWmC,audio_features,spotify:track:5CPXR6lDTvngxtmMZxnWmC,0.278
1,Panic Attack,Octavarium,2005-06-06,3.93e-05,0.494,493027,0.96,5axwj3ekvw85989jjO8Ov8,0.00519,1,0.113,-5.478,1,0.126,125.969,4,https://api.spotify.com/v1/tracks/5axwj3ekvw85989jjO8Ov8,audio_features,spotify:track:5axwj3ekvw85989jjO8Ov8,0.127
2,Another Day,Images and Words,1992-06-30,0.00223,0.454,263120,0.614,69kZsoRrSf7GBTSdJ4BjqA,1.16e-05,11,0.0936,-10.41,1,0.0302,140.56,4,https://api.spotify.com/v1/tracks/69kZsoRrSf7GBTSdJ4BjqA,audio_features,spotify:track:69kZsoRrSf7GBTSdJ4BjqA,0.343
3,Scene Eight: The Spirit Carries On,"Metropolis, Pt. 2: Scenes from a Memory",1999-01-01,0.293,0.321,398267,0.544,7ycz6sgZWp4wvF53BZVTjE,1.11e-05,2,0.11,-7.179,1,0.0364,127.284,3,https://api.spotify.com/v1/tracks/7ycz6sgZWp4wvF53BZVTjE,audio_features,spotify:track:7ycz6sgZWp4wvF53BZVTjE,0.283
4,As I Am,Train of Thought,2003-11-10,1.09e-05,0.514,467827,0.95,6hz6lrQtLcxOOjflnYjF9o,0.0135,7,0.19,-4.657,1,0.0725,130.027,4,https://api.spotify.com/v1/tracks/6hz6lrQtLcxOOjflnYjF9o,audio_features,spotify:track:6hz6lrQtLcxOOjflnYjF9o,0.149
5,"Metropolis - Part I: ""The Miracle and the Sleeper""",Images and Words,1992-06-30,0.000104,0.28,572133,0.907,6nRCTb5b0N5zp8WTeY6xFZ,0.00536,2,0.337,-9.29,1,0.0586,104.896,4,https://api.spotify.com/v1/tracks/6nRCTb5b0N5zp8WTeY6xFZ,audio_features,spotify:track:6nRCTb5b0N5zp8WTeY6xFZ,0.45
6,The Enemy Inside,Dream Theater,2013-09-16,1.18e-05,0.488,377373,0.976,1ZR4QAYsiO9zPsGaMPW2OI,0.0295,4,0.067,-4.165,0,0.142,143.988,4,https://api.spotify.com/v1/tracks/1ZR4QAYsiO9zPsGaMPW2OI,audio_features,spotify:track:1ZR4QAYsiO9zPsGaMPW2OI,0.404
7,Scene Two: I. Overture 1928,"Metropolis, Pt. 2: Scenes from a Memory",1999-01-01,0.0369,0.461,217840,0.816,7CeF4VXPoaUbNB3NNHIXfM,0.88,9,0.251,-6.612,1,0.0651,111.093,4,https://api.spotify.com/v1/tracks/7CeF4VXPoaUbNB3NNHIXfM,audio_features,spotify:track:7CeF4VXPoaUbNB3NNHIXfM,0.279
8,Under a Glass Moon,Images and Words,1992-06-30,5.68e-05,0.506,423240,0.852,2bBAAVvOHsr7vxWFTuYxH8,0.0945,1,0.347,-9.989,0,0.0488,145.685,4,https://api.spotify.com/v1/tracks/2bBAAVvOHsr7vxWFTuYxH8,audio_features,spotify:track:2bBAAVvOHsr7vxWFTuYxH8,0.591
9,Wither,Black Clouds & Silver Linings (Special Edition),2009,0.00528,0.546,325960,0.738,4MY2jh37Rir45QH6YAkB8W,1.34e-06,10,0.12,-5.264,0,0.0288,115.987,4,https://api.spotify.com/v1/tracks/4MY2jh37Rir45QH6YAkB8W,audio_features,spotify:track:4MY2jh37Rir45QH6YAkB8W,0.192
0,The Suburbs,The Suburbs (Deluxe),2010-07-01,0.0565,0.619,315027,0.686,5iItYl3Q6wCnKVfpK1uNVf,0.0237,6,0.142,-6.125,0,0.0265,117.777,4,https://api.spotify.com/v1/tracks/5iItYl3Q6wCnKVfpK1uNVf,audio_features,spotify:track:5iItYl3Q6wCnKVfpK1uNVf,0.538
1,Wake Up,Funeral,2004-06-16,0.12,0.252,335333,0.8,6Hmj7SrLRbreLVfVS7mV1S,0.0538,0,0.118,-4.845,1,0.0368,139.361,4,https://api.spotify.com/v1/tracks/6Hmj7SrLRbreLVfVS7mV1S,audio_features,spotify:track:6Hmj7SrLRbreLVfVS7mV1S,0.29
2,No Cars Go,Neon Bible,2007,0.000609,0.324,343627,0.772,51xBgzcyzojRpqFW2ICQAB,0.173,1,0.12,-6.95,1,0.0371,135.737,4,https://api.spotify.com/v1/tracks/51xBgzcyzojRpqFW2ICQAB,audio_features,spotify:track:51xBgzcyzojRpqFW2ICQAB,0.291
3,Rebellion (Lies),Funeral,2004-06-16,0.00744,0.401,310893,0.933,0xOeB16JDbBJBJKSdHbElT,0.627,8,0.318,-5.682,1,0.0344,127.193,4,https://api.spotify.com/v1/tracks/0xOeB16JDbBJBJKSdHbElT,audio_features,spotify:track:0xOeB16JDbBJBJKSdHbElT,0.734
4,Ready to Start,The Suburbs (Deluxe),2010-07-01,0.117,0.277,255907,0.934,33X9miK4Xz7pNeVrc9RITG,0.0242,9,0.0692,-4.672,1,0.0382,188.797,4,https://api.spotify.com/v1/tracks/33X9miK4Xz7pNeVrc9RITG,audio_features,spotify:track:33X9miK4Xz7pNeVrc9RITG,0.519
5,The Suburbs (continued),The Suburbs (Deluxe),2010-07-01,0.876,0.391,91680,0.0784,1vn0lNByfu02t5fj3vpOnr,0.273,6,0.228,-22.319,0,0.0365,116.983,4,https://api.spotify.com/v1/tracks/1vn0lNByfu02t5fj3vpOnr,audio_features,spotify:track:1vn0lNByfu02t5fj3vpOnr,0.0514
6,Everything Now,Everything Now,2017-07-28,0.00171,0.548,303013,0.865,7KsZHCfOitA5V9oQYVdltG,0.000449,0,0.457,-5.325,1,0.0302,116.046,4,https://api.spotify.com/v1/tracks/7KsZHCfOitA5V9oQYVdltG,audio_features,spotify:track:7KsZHCfOitA5V9oQYVdltG,0.61
7,Song on the Beach,Her (Original Score),2021-03-19,0.986,0.599,215622,0.00379,606R1WLtU2hPgl0YNfSJ4j,0.924,5,0.101,-31.414,1,0.0644,131.623,3,https://api.spotify.com/v1/tracks/606R1WLtU2hPgl0YNfSJ4j,audio_features,spotify:track:606R1WLtU2hPgl0YNfSJ4j,0.326
8,Sprawl II (Mountains Beyond Mountains),The Suburbs (Deluxe),2010-07-01,0.0159,0.521,325707,0.809,0epAG0WWRlDMsMFJiE5c6I,0.00121,8,0.115,-6.432,1,0.0282,99.966,4,https://api.spotify.com/v1/tracks/0epAG0WWRlDMsMFJiE5c6I,audio_features,spotify:track:0epAG0WWRlDMsMFJiE5c6I,0.185
9,Keep the Car Running,Neon Bible,2007,0.362,0.474,209093,0.902,4KjdLo9JWJEKYoAJ8spkat,0.0218,2,0.0618,-6.261,1,0.0349,96.342,4,https://api.spotify.com/v1/tracks/4KjdLo9JWJEKYoAJ8spkat,audio_features,spotify:track:4KjdLo9JWJEKYoAJ8spkat,0.279
0,I Wanna Be Yours,AM,2013-09-09,0.136,0.464,183956,0.417,5XeFesFbtLpXzIVDNQP22n,0.022,0,0.0974,-9.345,0,0.0256,67.528,4,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,audio_features,spotify:track:5XeFesFbtLpXzIVDNQP22n,0.479
1,505,Favourite Worst Nightmare (Standard Version),2007-04-24,0.00237,0.52,253587,0.852,58ge6dfP91o9oXMzq3XkIS,5.79e-05,0,0.0733,-5.866,1,0.0543,140.267,4,https://api.spotify.com/v1/tracks/58ge6dfP91o9oXMzq3XkIS,audio_features,spotify:track:58ge6dfP91o9oXMzq3XkIS,0.234
2,Why'd You Only Call Me When You're High?,AM,2013-09-09,0.0483,0.691,161124,0.631,086myS9r57YsLbJpU0TgK9,1.13e-05,2,0.104,-6.478,1,0.0368,92.004,4,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,audio_features,spotify:track:086myS9r57YsLbJpU0TgK9,0.8
3,Do I Wanna Know?,AM,2013-09-09,0.186,0.548,272394,0.532,5FVd6KXrgO9B3JPmC8OPst,0.000263,5,0.217,-7.596,1,0.0323,85.03,4,https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst,audio_features,spotify:track:5FVd6KXrgO9B3JPmC8OPst,0.405
